Region_Name,Month 1,Month 2,Month 3,Month 4,Month 5,Month 6,Month 7,Month 8,Month 9,Month 10,Month 11,Month 12,Month 13,Month 14,Month 15,Month 16,Month 17,Month 18,Month 19,Month 20,Month 21,Month 22,Month 23,Month 24,Month 25,Month 26,Month 27,Month 28,Month 29,Month 30,Month 31,Month 32,Month 33,Month 34,Month 35,Month 36,Month 37,Month 38,Month 39,Month 40,Month 41,Month 42,Month 43,Month 44,Month 45,Month 46,Month 47,Month 48,Month 49,Month 50,Month 51,Month 52,Month 53,Month 54,Month 55,Month 56,Month 57,Month 58,Month 59,Month 60,Month 61,Month 62,Month 63,Month 64,Month 65,Month 66,Month 67,Month 68,Month 69,Month 70,Month 71,Month 72
Region 1583,0.155008006,0.239755499,0.300926665,0.427813702,0.229196474,0.132995828,0.237619539,0.299506584,0.319764563,0.243968943,0.135211542,0.303012578,0.280384122,0.392357338,0.462777335,0.406059882,0.31517171,0.311129509,0.112616655,0.183463798,0.291559668,0.310239665,0.383208471,0.338103173,0.15919275,0.136418003,0.18147693,0.343554171,0.324569443,0.236737535,0.079823389,0.176408344,0.3986065,0.34455994,0.248062958,0.23217554,0.332659267,0.425370798,0.487049394,0.565782215,0.508147761,0.450507325,0.255623884,0.416979603,0.432271515,0.59132681,0.551357235,0.443884186,0.430418672,0.5048603,0.544229044,0.576866508,0.497538286,0.475522187,0.335009335,0.392699628,0.440778526,0.521898115,0.531108533,0.446980155,0.392574427,0.419723416,0.478498646,0.524557588,0.56570607,0.465649587,0.296848267,0.280086963,0.4033713,0.555139928,0.506035887,0.435191118
Region 1584,0.203820435,0.267492457,0.301410855,0.438132424,0.287548953,0.170630193,0.260803309,0.322234234,0.342485269,0.297306602,0.191127639,0.383517379,0.342678446,0.447317445,0.475700725,0.43961246,0.403230408,0.379222706,0.136690022,0.187629033,0.35500449,0.409921811,0.507026327,0.439786992,0.243699773,0.228364463,0.244863431,0.414951527,0.408699715,0.276573701,0.157640023,0.271909677,0.467017337,0.458623301,0.331449234,0.313090753,0.401946166,0.499942225,0.520195013,0.608930941,0.598496495,0.467448638,0.285000344,0.410335531,0.494711002,0.654243628,0.622164755,0.515798243,0.513813244,0.599556065,0.591306753,0.664583039,0.563343511,0.550364725,0.378103932,0.409174845,0.52506301,0.642285905,0.671565927,0.540537598,0.516671954,0.562475491,0.61148963,0.620064794,0.753425529,0.600801439,0.305376701,0.321581203,0.465120883,0.661618277,0.597189237,0.520476322
Region 1585,0.463453158,0.536603582,0.491272115,0.736986913,0.599230477,0.380158729,0.259780061,0.432341616,0.666628138,0.511194664,0.350358173,0.58332803,0.508399227,0.638081835,0.727317137,0.6360702,0.608017089,0.368158123,0.215619241,0.306751501,0.379669994,0.593900378,0.721066363,0.600463522,0.456119792,0.418062551,0.487302674,0.516936505,0.578378093,0.363728252,0.168302507,0.392849754,0.224004682,0.703741998,0.496888012,0.444219475,0.575463368,0.763853806,0.909002749,0.902501538,0.760046658,0.674611093,0.366535019,0.618378106,0.775857881,0.807936385,0.714212452,0.703611883,0.701016436,0.738580265,0.896920604,0.844034457,0.686614971,0.67181352,0.142041572,0.327813776,0.602056437,0.698225773,0.8553276,0.652083052,0.632708212,0.67919889,0.710598157,0.851563358,0.858025172,0.66296426,0.3055987,0.344013596,0.362211166,0.8417189,0.676113494,0.677468625
Region 1586,0.486833959,0.59080482,0.661907968,1.025262098,0.606713261,0.400693595,0.471362856,0.473241625,0.612536256,0.516055262,0.42550776,0.690849385,0.64403336,0.79539352,0.858551433,0.762612524,0.737502328,0.54895034,0.319292362,0.37409775,0.487479671,0.659436047,0.783109414,0.707439128,0.54922463,0.550919568,0.686126065,0.762749526,0.713809196,0.62316712,0.273240414,0.609722304,0.547848349,0.746538017,0.586616995,0.575709333,0.692482456,0.828783437,1.086169704,0.979451612,0.817745637,0.804808315,0.463635635,0.65161879,0.828285845,0.849822999,0.831764823,0.721427639,0.718306601,0.7944996,0.984787447,0.965634836,0.80902577,0.83321741,0.53398169,0.330968154,0.756543626,0.793367433,0.843813236,0.738072147,0.69374758,0.767027451,0.869405708,0.979699193,0.982860835,0.743660955,0.320727772,0.424062954,0.556711513,0.769671449,0.677306553,0.650593265
Region 1587,0.550950065,0.691048912,0.49303289,0.704270351,0.60561802,0.382137523,0.286436479,0.407353672,0.531117157,0.434488915,0.387257648,0.705488955,0.65753615,0.705136633,0.710217514,0.723995403,0.515045757,0.293467508,0.142538812,0.22472007,0.353751941,0.462487248,0.686576145,0.650320807,0.595353445,0.506660437,0.470546208,0.656427782,0.587906439,0.423422659,0.167760246,0.301565987,0.172381551,0.679403353,0.550001609,0.618082581,0.754207332,0.781887752,0.787563178,0.981414221,0.747156471,0.640420798,0.323404563,0.497813257,0.659642796,0.849777171,0.811157366,0.918043307,0.89125247,0.702701503,0.841713863,0.836654875,0.698558975,0.584271285,0.17001656,0.244344171,0.618555928,0.704211148,1.009941344,0.783738623,0.792442683,0.797936206,0.760656582,0.928437915,0.931225529,0.70016643,0.302162006,0.326284567,0.320087988,0.879610573,0.727214688,0.770416232
Region 1588,1.278860091,1.575553786,1.425029185,1.66123671,1.357712187,1.325851865,1.116888503,0.98114498,1.324661499,1.199228365,1.204133358,1.368980007,1.272857496,1.456275351,1.711700117,1.480295699,1.356654914,1.46969428,0.767187986,0.817068051,1.057055512,1.105033924,1.185679906,1.16618865,1.006567404,0.923165072,1.03461042,1.013214237,1.112666769,1.177047543,0.452886855,0.759483817,1.156446024,1.057911223,0.852695225,0.917844054,1.04836814,1.131038794,1.114506931,1.252327159,1.221649351,1.21210202,0.721959058,0.883449769,1.139518687,1.16306657,1.182191628,1.127779487,1.119471297,1.164723536,1.326402903,1.278237101,1.128771874,1.209258364,0.72157824,0.558485059,1.205165351,1.226700735,1.186793968,1.10468465,1.10439038,1.123189058,1.258659776,1.264589866,1.372031584,1.164621572,0.406470847,0.655506256,0.776118832,1.110162204,1.10953591,1.093971154
Region 1589,3.986939408,4.404434947,3.231605858,3.581931195,3.212253559,2.583591556,1.445822566,2.670798771,3.953438521,3.471955684,3.943592527,4.416576126,3.935937717,4.184788907,3.993994537,3.496237278,3.339829325,2.63843562,2.452690033,1.495476896,2.07609564,3.432670366,4.300246783,3.917174532,3.80480116,3.646955183,3.703111031,3.112892599,3.146672473,3.119344252,1.545873388,3.486746052,2.686671102,4.152384419,3.465537993,3.744271263,3.888136579,4.271115172,3.548162218,3.715244353,3.424256618,3.626008144,1.437603091,2.908051804,3.563530811,3.454654413,3.905643539,3.931258394,4.102000391,3.828820195,3.64070092,3.588036453,3.095308165,3.499925303,2.262846841,1.049596171,3.124588274,3.559515043,4.180686618,3.985578138,4.306572635,4.100844944,3.809880454,3.311744659,3.825189934,3.146975582,1.157105361,1.820171045,1.505531006,3.463631057,3.559776632,3.751733162
Region 1590,0.503112688,0.652856441,0.53822792,0.803085794,0.539034957,0.314941897,0.275796006,0.417036621,0.645540567,0.51049419,0.322286848,0.579421612,0.565350807,0.715582005,0.770796702,0.657334378,0.515507246,0.307382839,0.116865383,0.184642579,0.308494974,0.511022636,0.743684889,0.608194487,0.519663903,0.458644428,0.539236624,0.638840962,0.569328882,0.37505738,0.156610203,0.27597123,0.147967688,0.730338671,0.475048569,0.455185866,0.650074793,0.746001402,0.909617313,0.93052156,0.722906621,0.656607951,0.329199452,0.486128606,0.718930777,0.878289234,0.72803672,0.781031269,0.775368756,0.738337825,0.988993576,0.856733365,0.681728705,0.631951761,0.076736162,0.225379449,0.663307094,0.698712358,0.93785505,0.603720144,0.62866042,0.68374456,0.729322594,0.82089178,0.874110274,0.58012761,0.215581999,0.376553006,0.240059147,0.934626553,0.59285511,0.547857207
Region 1591,19.01875062,20.24648848,14.48011907,14.94614287,13.9692022,11.58011435,8.010995892,11.22097878,17.39659266,18.09546242,19.32511034,20.54093696,18.40666857,18.74529014,18.51452045,14.87886321,14.37334746,13.03845873,11.91503025,9.322822578,11.80423433,15.72414646,19.60248543,17.05251764,17.20749635,15.90953573,15.28510643,12.22715188,12.37477695,12.36446203,5.056989212,14.23887132,6.287003643,19.18238296,16.72328218,16.62382982,17.16929191,18.34898247,14.01663107,12.91171581,12.6112519,12.88438428,5.392961943,11.06121703,13.590776,13.76070505,15.35755832,15.65951708,16.92869442,14.85053862,13.07193331,13.12526758,11.38051437,11.98652218,8.717217824,4.477313672,11.26458142,14.4353095,16.64087824,14.90042104,16.4595538,15.09047842,13.88162749,12.46566945,14.09836657,11.66292158,4.527484272,6.406255718,8.017557113,13.28649894,14.42372569,15.41135132
Region 1592,2.612916604,2.713707196,1.981701094,2.288231603,2.419724173,1.480002258,0.9666567,1.76441982,2.722747338,2.602367184,2.474678418,3.017372215,2.716474581,2.65857756,2.583950948,2.40211273,2.294056069,1.938215964,1.314700147,1.024308586,1.675768234,2.498295156,3.329158219,2.71583071,2.583273495,2.419028101,2.372177438,2.096884064,2.157575562,1.86547475,0.746975053,1.626546052,0.334888456,3.187034413,2.511747227,2.554821593,2.52760264,2.58877818,2.241474067,2.556908428,2.397261646,2.167121483,1.131711384,1.985012787,2.846153836,2.596935344,2.785326807,2.817334191,2.773764189,2.524410516,2.587473324,2.60295392,2.160905156,2.182063199,0.11668567,0.474122133,2.2937308,2.54074136,3.199888692,2.841029679,2.775699015,2.689188578,2.312680352,2.276152705,2.667644656,2.381288613,0.646285589,1.10811841,0.929703365,3.07379769,2.748442858,2.952517604
Region 1593,2.07038292,2.069079663,1.607929502,1.890182326,1.764507829,1.175742059,0.739980489,1.409262652,1.952397293,1.713270189,1.935428932,2.393904024,2.106015365,2.090758655,2.090641779,1.91556242,1.779628797,1.531431628,1.054401834,1.079563147,1.217519617,1.80100191,2.356431891,2.237809445,1.944591592,1.858449179,1.823906967,1.540628767,1.695030416,1.309021876,0.508759161,1.352064051,0.908756063,2.174880213,1.915705829,2.052787239,2.038267854,2.133707948,1.892867614,2.059031422,1.822255596,1.738923947,0.856998363,1.375093916,2.077952344,1.933972799,2.122489755,2.144296145,2.09627588,1.903338077,1.911266172,1.940329803,1.540531976,1.616849474,0.255061959,0.669240032,1.598373794,1.653967188,2.214968521,2.128280115,2.071114407,1.934850399,1.704867825,1.615583492,1.870349608,1.51018951,0.541089027,0.909348249,0.788313912,1.954433944,1.975802094,2.129145693
Region 1594,1.874525282,1.847997723,1.352659378,1.717197971,1.821937214,1.068044299,0.670831599,1.356773212,1.802746619,1.866667703,1.816799233,2.342607116,2.083840917,1.910795342,1.828435721,1.730696123,1.792415455,1.11502415,0.751905839,0.652012218,1.003512467,1.75800749,2.492093372,2.161112796,2.145806054,1.783888018,1.658886766,1.58618732,1.920186516,1.368199026,0.511850331,1.116346436,0.360187953,2.611439413,2.03549922,2.00816219,1.896135576,1.985216315,1.791573056,2.07425449,1.985752859,1.690801588,0.718201558,1.291008375,2.19435959,2.077331908,2.017843856,2.224547364,2.17533025,1.930991054,2.086316456,2.117329114,1.746012959,1.66645101,0.097660137,0.515395531,1.62530841,1.84835959,2.630847761,2.137641596,2.101978503,2.015215581,1.749057033,1.728107026,2.24257213,1.741337594,0.423465919,0.766367775,0.669242166,2.371082472,2.007368296,2.186930702
Region 1595,1.783516205,1.948439646,1.551544164,1.808141013,1.667127203,1.158893167,0.370582508,1.385473705,1.993992482,1.661948835,1.714549798,2.289465878,1.891107463,2.047134521,2.091308815,1.926232754,1.632102685,1.445028883,0.896065783,0.772768695,0.997558639,1.77689064,1.980002786,1.799390386,1.531870959,1.528428931,1.56754312,1.575347476,1.507106966,1.246330676,0.585841301,1.279088254,0.800873756,1.948412192,1.500379279,1.727696832,1.732365516,1.836466496,1.619576371,1.927314873,1.741370311,1.651926401,0.915624659,1.400346994,2.10470198,1.765722737,1.848375087,1.905040016,1.810344973,1.659371209,1.719158158,1.926433465,1.43522718,1.511960883,0.726442551,0.52517955,1.666200177,1.864793236,1.980260074,1.889924576,1.805735879,1.78767212,1.656835095,1.553027362,1.927789926,1.422524494,0.368070156,0.87017905,0.773196233,1.901507111,1.766182969,1.87199761
Region 1596,0.337234249,0.409194595,0.471511475,0.675672052,0.450268141,0.333249556,0.330483262,0.389478951,0.443453819,0.360851135,0.28002361,0.48423862,0.416872697,0.540096604,0.624548492,0.562755404,0.589298451,0.479163351,0.180209407,0.266138273,0.327651899,0.408460295,0.526372196,0.46950596,0.33206562,0.304368742,0.410574512,0.464999678,0.540603966,0.348178965,0.179016241,0.286988028,0.468861708,0.460104793,0.365332006,0.344309128,0.459202599,0.563174965,0.694345127,0.773350079,0.680926487,0.418442959,0.340126365,0.466551416,0.558633066,0.691070609,0.644715449,0.573364701,0.589099745,0.621114107,0.764665406,0.784223172,0.681863904,0.630015236,0.377929035,0.262066904,0.557821394,0.638432735,0.67597658,0.527862539,0.474646142,0.515085115,0.629760299,0.754846488,0.897737109,0.629740195,0.24509955,0.320626249,0.423237316,0.598384359,0.568601877,0.495608193
Region 1597,2.395326743,2.727161288,2.352066188,2.585896142,2.309531161,2.346444098,1.141126265,1.979642236,2.681236895,2.40378768,2.622765002,2.850074035,2.497338578,2.723516866,2.71756656,2.552091537,2.357411394,2.551902535,1.41614803,1.752369705,1.727364541,2.18969474,2.555483683,2.199668287,2.074618357,1.882902923,2.03198525,1.866069548,2.053161452,2.227545491,0.835187524,1.3543556,1.095182591,2.273385765,2.036475629,2.06745964,2.046407407,2.220720507,1.914708274,2.084918274,1.826172063,1.982967131,1.050898495,1.530318267,2.205866654,2.011078058,2.113435005,2.076058005,2.039345746,1.972841052,1.915943875,1.997840489,1.781195343,1.73158322,0.667294639,0.39884231,1.848113108,1.94237704,2.06770128,1.850885208,1.839997492,1.904493836,1.912004621,1.751388847,2.075782285,1.708209702,0.243534528,0.94256912,0.779338918,1.845784104,1.723578354,1.805102884
Region 1598,1.562617654,1.633312348,1.030664707,1.366889022,1.412585883,0.811471728,0.51060492,0.663144189,1.273824039,1.197594879,1.25883068,1.876905751,1.6811415,1.609700715,1.633882459,1.385981234,1.236633601,0.6109293,0.462718912,0.5066803,0.77073165,1.248501773,1.667710776,1.674656727,1.771251541,1.448166938,1.236733118,1.205196393,1.362497357,1.062095696,0.388129794,0.752533085,0.009606816,1.728596127,1.391042782,1.587335706,1.722728747,1.658042558,1.509951396,1.731905869,1.488096779,1.268545429,0.583728746,0.73300965,1.347479175,1.65924812,1.68180485,2.105199504,2.026432705,1.579776011,1.66265759,1.795100735,1.413951306,1.250439688,0.089865542,0.47455038,1.29403047,1.401935223,2.100014327,1.75149155,1.94912227,1.804249498,1.510459562,1.516111172,1.921930217,1.322014193,0.226633138,0.578342589,0.483545478,1.971370409,1.647561789,1.838432806
Region 1599,1.41442309,1.604953275,1.201269699,1.556207579,1.305516452,0.919792224,0.68058395,1.125307377,1.755324446,1.479245804,1.354379598,1.871632719,1.589820515,1.675172608,1.754363241,1.501405556,1.146582728,0.993970841,0.630145687,0.551077375,0.772917065,1.622478747,1.869751535,1.392259932,1.262750259,1.18833693,1.131622057,1.22245282,1.179757206,0.910838103,0.39290012,0.877196976,1.127179468,1.666600001,1.227019317,1.262171109,1.301503438,1.462574504,1.317124873,1.441752848,1.247429317,0.817209657,0.546821189,0.923570413,1.757802013,1.418883569,1.405192613,1.517609618,1.522655455,1.395170459,1.469676995,1.614160448,1.195372272,1.168507912,0.741200679,0.387096234,1.46132022,1.743416721,1.753571904,1.476008904,1.372322117,1.405868223,1.318299343,1.26971412,1.59580002,1.091610858,0.22962616,0.636325924,0.764643452,1.58855739,1.34548596,1.383231937
Region 1600,25.93059462,26.84771154,18.00347636,18.47712188,18.59381593,14.0214244,6.469629788,22.3257212,24.36016078,30.19154897,25.55698285,28.83989323,25.38084827,23.52182105,22.03896486,18.71576635,17.97133632,17.88378478,15.83066463,6.573015556,16.15383423,22.94814343,32.53237908,23.47035484,23.03456298,23.66312962,20.0985355,17.43400744,17.14762571,13.47679156,4.973073342,16.29418391,0,33.50422228,26.49305097,25.14596891,23.69962777,25.44077784,18.79037108,19.731911,18.60508208,16.87216912,6.555071876,15.7493029,24.8168003,22.32486594,23.34738966,23.58551339,25.06791595,22.82494387,19.60958397,20.24373594,17.59878241,18.07664184,0,8.559348335,20.87356095,24.56577512,28.35577542,21.40462589,23.70312018,24.84766956,19.48565184,19.0968239,19.02572545,18.11230805,1.49845624,7.560957085,6.205603304,29.12488937,23.917261,25.53736853
Region 1601,2.032514883,2.175709896,1.589400952,1.86756488,1.765343195,1.206335841,0.905253327,1.55513381,2.184968569,1.924037898,1.947640538,2.615469745,2.229827439,2.312247719,2.312249484,1.985315379,1.631403949,0.771082729,1.029577861,0.727061172,1.153381286,2.059264978,2.462449087,2.179892471,1.944626953,1.865011162,1.68232027,1.702624799,1.630823931,1.289483598,0.556317863,1.383763938,1.237201975,2.351007161,1.852029106,1.985906598,1.97498318,2.17101325,1.754733326,1.917484698,1.769687087,0.751968834,0.875790915,1.418962023,2.327051031,1.954217581,1.974653088,2.12106647,2.020203089,1.875084491,1.773831943,1.943096036,1.525178323,1.565042579,0.984229422,0.629647992,1.951633532,2.152382698,2.281563328,2.024780902,1.9030629,1.899544016,1.619242862,1.606340856,1.942913939,1.437886637,0.123282124,0.939251518,0.918427859,1.917275673,1.738263325,1.865311556
Region 1602,1.90069692,1.87107008,1.470503564,1.776277584,1.791695692,1.069334621,0.548028703,1.499040977,1.867765009,1.878306768,1.833346691,2.416031348,2.014175696,1.915266673,1.835656451,1.74412736,1.781483091,1.229291835,0.821664883,0.550809468,0.966748235,1.731459262,2.48262098,2.258395712,2.069652947,1.768832846,1.724549068,1.534791128,1.758418377,1.282928957,0.554671776,1.182910549,0.102597466,2.508940841,2.043568137,2.11007893,2.073620273,2.067225085,1.788405806,2.106043763,1.805350667,1.669694237,0.779919911,1.334488485,2.236895213,2.142990742,2.147324381,2.21877434,2.23706681,2.128413696,2.183940842,2.06451625,1.721124419,1.651501428,0.035346763,0.979309778,1.758526894,1.884624292,2.756976097,2.338581827,2.342194719,2.321835437,1.950793409,1.916478775,2.332052945,1.923729382,0.642523987,0.957079391,0.946361754,2.513306921,2.351926703,2.587811639
Region 1603,1.044308113,1.046554895,0.737936965,0.926766578,1.016429453,0.491355225,0.350333732,0.481204207,0.879962435,0.875516977,0.827795389,1.240789275,1.056194127,1.002846911,1.02452186,0.898908211,0.882891694,0.223272342,0.153711759,0.181658077,0.376403862,0.834618387,1.353160326,1.183134101,1.049008131,0.865331256,0.882383614,0.889076361,0.979225493,0.685858515,0.224165989,0.387966133,0.000224677,1.203055994,0.922849766,0.955453021,1.073063929,1.040380896,0.982646749,1.213574182,1.0093547,0.85465847,0.380204265,0.598083731,1.009729741,1.203762536,1.170284333,1.255922366,1.28150525,1.174695521,1.356635702,1.189024417,0.951319647,0.816107006,0.000153316,0.409108309,0.935120609,0.989453346,1.517826229,1.114346381,1.175309243,1.207747375,1.039662163,1.014974502,1.310833221,0.75987372,0.091238172,0.468463932,0.318804109,1.35908243,1.11059383,1.210032454
Region 1604,0.778684278,0.994545749,0.717519228,0.98431842,0.759809094,0.4501663,0.359831102,0.501043577,0.842167978,0.745160113,0.598682003,0.950193292,0.912543669,1.052681004,1.121157587,0.907102227,0.740991827,0.227045575,0.218041097,0.189704243,0.368121883,0.65602232,1.057779016,0.925240358,0.904397823,0.811085708,0.786742364,0.86010373,0.788449546,0.488260286,0.206632249,0.341666308,0.111976905,1.090869466,0.766545118,0.8401352,1.030342578,1.077216601,1.05418416,1.203468711,0.901709008,0.765851276,0.373566004,0.518921937,0.925509659,1.167293896,1.033110425,1.130500828,1.158597197,0.952226511,1.085362807,1.061564999,0.845466699,0.707492775,0.076630716,0.273296368,0.762764054,0.812354633,1.282365542,0.891029956,0.974379201,0.973289693,0.983632957,1.009093679,1.156439917,0.764487826,0.224715909,0.389179942,0.371023408,1.240768148,0.856433649,0.851787994
Region 1605,1.072669567,1.158917633,0.857579299,0.983928149,0.9609572,0.593274383,0.416679084,0.675920606,1.027792311,0.917197488,0.931507627,1.372412099,1.150599564,1.155834475,1.116404741,1.051965838,0.786685454,0.660675389,0.408270537,0.39025885,0.646131075,1.081244198,1.307051593,1.027190202,0.800879753,0.787195135,0.743170436,0.790915447,0.933342393,0.580324444,0.214532744,0.587533667,0.724543485,1.082647248,0.794571676,0.764564505,0.831587085,0.939468626,0.848983751,0.98608712,0.817985423,0.694167838,0.385671054,0.654543581,1.115050988,1.049026443,0.984723273,1.07988735,1.045862922,0.938281432,0.90320634,1.106112725,0.843612982,0.813344801,0.461411718,0.399987732,0.971134965,1.111261532,1.185322405,0.953240173,0.889682905,0.922606954,0.84132624,0.864924035,1.07615229,0.777110027,0.096479291,0.460218197,0.514552271,1.048302708,0.895659315,0.941055051
Region 1606,1.759681384,1.987182146,1.62230883,1.746559655,1.732100068,1.491583889,0.760676311,1.149978025,2.016806394,1.661263957,1.768050346,2.2037089,1.919114079,2.001362383,1.934161312,1.793611954,1.514158658,1.367422387,0.807032715,0.88969254,1.167292642,1.688319618,2.033017857,1.624384679,1.47500665,1.405909232,1.372184449,1.348105762,1.488771938,1.418110738,0.381132084,0.992425966,0.974905129,1.582076132,1.450936388,1.44761964,1.409779295,1.559341891,1.279055933,1.546282957,1.325796738,1.373624326,0.765621398,1.104200589,1.85693491,1.547482723,1.614797377,1.615183801,1.553449297,1.42010954,1.394354462,1.567258222,1.294956146,1.223477661,0.630535703,0.406782894,1.398954954,1.636065102,1.694456386,1.382556741,1.327079633,1.323047988,1.223517064,1.192333234,1.518496609,1.136101543,0.052240912,0.648723341,0.60935016,1.493077193,1.283813346,1.338025762
Region 1607,1.126268258,1.193904292,0.880185717,0.955864518,0.946496084,0.539613525,0.374250107,0.864325153,1.041449639,0.953750725,0.999500211,1.459156329,1.189732262,1.246227379,1.096314575,0.976371021,0.775495833,0.476458899,0.401228374,0.448279314,0.593111068,1.077457689,1.323309026,1.188182037,1.052493754,0.860598579,0.854678893,0.769738327,0.770725608,0.589068303,0.263157145,0.531090115,0.245649923,1.221299034,0.947248024,0.941734511,0.885971598,0.971310192,0.847922848,0.98774533,0.858417969,0.699837624,0.519788054,0.766541637,1.211808941,1.160668085,1.058964619,1.097842539,1.026942801,0.900724674,0.894039189,1.037263918,0.768868483,0.875888628,0.090183926,0.476827266,1.021663421,1.16766194,1.326526622,1.101295117,1.066775069,0.969550736,0.939295591,0.902784314,1.18214329,0.808425349,0.205179911,0.53176781,0.482557229,1.233012476,1.041308523,1.052777264
Region 1608,1.928539327,2.399739091,1.961204458,2.155217014,1.959427024,1.929106072,0.925063697,1.814097047,2.139600771,2.188656757,2.516016906,2.577121953,2.456534332,2.601210231,2.790204984,2.567699744,2.463567096,2.934122097,1.281403013,1.547971962,1.919613596,2.155895431,2.801516569,2.555064497,2.358225957,2.065621737,2.153978418,2.081578964,2.293612658,2.344865043,0.677154776,1.61411854,1.708536157,2.429229269,2.149124541,2.169416876,2.143443627,2.264373764,1.968890442,2.126187618,2.092667632,2.07273759,1.138881088,1.637311324,2.194253331,2.033102336,2.225682078,2.330028537,2.336118217,2.093834673,2.021054287,2.351750366,2.048709982,2.018148288,0.500282166,0.564339639,2.213019063,2.170823891,2.400094221,2.258679424,2.327806028,2.315507476,2.298015122,2.210959061,2.598543309,2.059609622,0.116224646,1.215285333,0.830069649,2.159683615,2.148292162,2.218327813
Region 1609,0.732906833,0.903232954,0.659345739,0.912864878,0.66522705,0.394719098,0.363133694,0.487502374,1.055323208,0.785228533,0.531018142,0.824910264,0.762358679,0.856402652,0.989483844,0.847151901,0.576650523,0.199448822,0.161804593,0.339415211,0.415563757,0.763457506,1.033065477,0.837009832,0.650310362,0.554872276,0.617151741,0.842318631,0.697034185,0.392633971,0.114112788,0.328955686,0.185570238,1.077131849,0.674628258,0.615742938,0.735077445,0.753995317,0.802576426,1.000646029,0.771400186,0.58831685,0.306264689,0.564014744,1.024163203,1.045798287,0.840402165,0.803650101,0.791484327,0.783142765,0.928141178,1.025297527,0.728414863,0.635704226,0.027083557,0.373972369,0.883787335,0.928147273,1.143569786,0.675339458,0.708912806,0.784920486,0.720876478,0.83489194,1.010405764,0.346879401,0.095450036,0.397512954,0.272626768,1.266972746,0.757395299,0.724313387
Region 1610,1.307762685,1.340445498,1.177367623,1.501557665,1.411446712,0.840696945,0.441510721,0.623492588,1.432507118,1.415404435,1.477190833,1.82404888,1.468189266,1.511700415,1.651897137,1.468078079,1.358608353,0.737145789,0.396756106,0.263529318,0.848751932,1.496343893,2.020880605,1.703485519,1.410876063,1.267853929,1.357491645,1.251637309,1.332454049,0.87964487,0.39143429,0.955714001,0.117281248,2.01759132,1.512767307,1.476602511,1.476298185,1.647209244,1.404659926,1.695010331,1.375762461,1.123363152,0.63057935,0.934810512,1.802955421,1.683043456,1.675649424,1.670493746,1.733842557,1.671819859,1.615086967,1.621882909,1.266789789,1.167999722,0.037762978,0.663789985,1.344048728,1.484336742,2.07769206,1.632959294,1.590460102,1.600374663,1.496104143,1.358774155,1.708496927,1.132667794,0.628292157,0.792278233,0.383128785,1.905878337,1.733792154,1.827980443
Region 1611,0.413999605,0.570116366,0.46247983,0.740650812,0.424524428,0.216114068,0.192127433,0.309468397,0.727332449,0.446422451,0.221350953,0.481966286,0.441733693,0.584382022,0.742539253,0.604245933,0.379196262,0.055373868,0.101305665,0.373151527,0.267361337,0.534943137,0.597486353,0.464007927,0.289616686,0.259303208,0.357024067,0.543477541,0.488277895,0.234575058,0.101250116,0.200437884,0.139085405,0.626858374,0.298641576,0.26775829,0.411825221,0.512094956,0.65631389,0.756482595,0.570575541,0.47049331,0.217165505,0.46160837,0.746302875,0.72607879,0.520313331,0.484572022,0.439298003,0.491740838,0.764713785,0.73369308,0.503073643,0.455667162,0.043709478,0.235979239,0.611450567,0.656562999,0.667757669,0.348396839,0.333371033,0.428606376,0.487496967,0.660495316,0.681150199,0.318407818,0.083759278,0.254816425,0.382945522,0.833130586,0.422819979,0.365980276
Region 1612,0.866777768,0.992891129,0.796204651,0.984944087,0.891896849,0.529738494,0.485240989,0.669986207,1.002287401,0.864575102,0.754116953,1.012334323,0.911009161,0.969179299,1.048056906,0.936702035,0.746375782,0.441986729,0.063396558,0.339851053,0.539283946,0.841362231,1.174716746,1.010304266,0.87182758,0.708455148,0.800451605,0.90932768,0.857751173,0.625112143,0.206782961,0.461478783,0.032518687,1.17135114,0.838017531,0.823052199,0.887173386,0.942410728,0.915535958,1.094842122,0.892701971,0.711392235,0.46549239,0.745594841,1.084085206,1.135090864,1.03523192,1.014040268,0.968633349,1.007675734,1.045093746,1.116098061,0.928471547,0.845261611,0.001040856,0.600066548,1.100027965,1.019566127,1.239057506,0.856609315,0.897285627,0.959238528,0.919936252,0.963367273,1.196927806,0.287411969,0.188114903,0.532827965,0.158741433,1.261994971,0.923650966,0.970150175
Region 1613,1.620258171,1.672439451,1.409059521,1.716067376,1.55839125,1.172182457,0.614056327,0.811466664,2.108720156,1.799513077,1.790207004,2.188854564,1.843908958,1.852654083,1.945828951,1.669889834,1.490245246,0.834026323,0.629062996,0.989821484,1.167395256,1.833614696,2.165467939,1.89288768,1.626970809,1.489632567,1.652078577,1.468812343,1.478204711,1.197213043,0.499814274,1.260971352,0.438518144,2.372296796,1.767965004,1.751887313,1.753847067,1.842046049,1.545759583,1.76934618,1.556990765,1.295762972,0.861125301,1.294852376,2.198609445,1.926659468,1.946919109,1.937600745,1.919746614,1.869290318,1.728452081,1.854859587,1.513746596,1.597791144,0.006468575,1.025083384,1.829611112,1.908169514,2.340821673,1.967686205,1.936668763,1.951851167,1.79042009,1.627016178,1.934940301,1.00568994,0.626335099,1.106230014,0.541570199,2.317523243,1.945254629,2.118798415
